"","CAND_ID","CAND_NAME","CAND_PTY_AFFILIATION","CAND_ELECTION_YR","CAND_OFFICE","CAND_OFFICE_ST","CAND_OFFICE_DISTRICT","CAND_PCC"
"679","H6WA07458","JAYAPAL, PRAMILA","DEM",2018,"H","WA",7,"C00605592"
"680","H6WA09025","SMITH, D. ADAM","DEM",2018,"H","WA",9,"C00304709"
"681","H6WI01226","NEHLEN, PAUL III","REP",2018,"H","WI",1,"C00614305"
"682","H6WI03099","KIND, RONALD JAMES","DEM",2018,"H","WI",3,"C00312017"
"683","H6WI06100","LLOYD, SARAH","DEM",2018,"H","WI",6,"C00611525"
"684","H6WI08155","GALLAGHER, MICHAEL JOHN","REP",2018,"H","WI",8,"C00610212"
"685","H6WV02119","PAYNE, TOM","DEM",2018,"H","WV",1,""
"686","H6WY00159","CHENEY, ELIZABETH MRS.","REP",2018,"H","WY",0,"C00607556"
"687","H8AK00132","SHEIN, DIMITRI","DEM",2018,"H","AK",0,"C00646521"
"688","H8AK00157","WHITTAKER, JED","REP",2018,"H","AK",0,""
"689","H8AK01023","HAFNER, CAROL","DEM",2018,"H","AK",0,"C00679621"
"690","H8AK01031","NELSON, THOMAS JOHN","REP",2018,"H","AK",0,"C00681155"
"691","H8AL01066","KENNEDY, ROBERT JR.","DEM",2018,"H","AL",1,"C00667949"
"692","H8AL01074","ARRAS, JENNIFER O'FARRILL MRS.","DEM",2018,"H","AL",1,"C00668996"
"693","H8AL01082","MCCONNELL, LIZZETTA HILL","DEM",2018,"H","AL",1,"C00678037"
"694","H8AL02163","WILLIAMS, AUDRI SCOTT 1955","DEM",2018,"H","AL",2,"C00650390"
"695","H8AL02171","MOORE, FELIX BARRY","REP",2018,"H","AL",2,"C00639096"
"696","H8AL02189","AMASON, THOMAS MARRION III","REP",2018,"H","AL",2,"C00651661"
"697","H8AL02197","ISNER, TABITHA KAY","DEM",2018,"H","AL",2,"C00657437"
"698","H8AL02205","HOBSON, RICH","REP",2018,"H","AL",2,"C00664482"
"699","H8AL02213","BRIGHT, BOBBY NEAL SR.","REP",2018,"H","AL",2,"C00669580"
"700","H8AL03054","HAGAN, MALLORY","DEM",2018,"H","AL",3,"C00668574"
"701","H8AL03062","WINFREY, ADIA MCCLELLAN DR","DEM",2018,"H","AL",3,"C00669010"
"702","H8AL04060","NORRIS, PHILLIP","REP",2018,"H","AL",4,"C00636241"
"703","H8AL04078","MOSES, MIKE","REP",2018,"H","AL",4,"C00647909"
"704","H8AL04086","NEIGHBORS, RICKY ALLEN","DEM",2018,"H","AL",4,"C00648329"
"705","H8AL04094","AUMAN, JAMES LEE","DEM",2018,"H","AL",4,"C00665182"
"706","H8AL04102","BLACKMON, ANTHONY MR","REP",2018,"H","AL",4,"C00667352"
"707","H8AL05174","CAIN, BRETT BUTLER","DEM",2018,"H","AL",5,"C00640011"
"708","H8AL05182","SWEENEY, TERRENCE MICHAEL","REP",2018,"H","AL",5,"C00651927"
"709","H8AL05190","JOFFRION, PETER S.","DEM",2018,"H","AL",5,"C00647677"
"710","H8AL05216","HOLTZCLAW, WILLIAM LOVETTE","REP",2018,"H","AL",5,"C00653691"
"711","H8AL06099","KLINE, DANNER","DEM",2018,"H","AL",6,"C00638536"
"712","H8AL07089","RICE, RICHARD BRAND NEW","DEM",2018,"H","AL",7,"C00640144"
"713","H8AL88014","MAY, JUSTIN TYLER MR.","DEM",2018,"H","AL",88,"C00663575"
"714","H8AR01029","DESAI, CHINTAN","DEM",2018,"H","AR",1,"C00661371"
"715","H8AR02134","SPENCER, PAUL JOHN MR.","DEM",2018,"H","AR",2,"C00648741"
"716","H8AR02142","COMBS, GWENDOLYNN MILLEN MRS.","DEM",2018,"H","AR",2,"C00652289"
"717","H8AR02159","TUCKER, EVERETT CLARKE IV","DEM",2018,"H","AR",2,"C00671156"
"718","H8AR02167","DUNKLEY, JONATHAN","DEM",2018,"H","AR",2,"C00668830"
"719","H8AR03066","RYERSE, ROBERT","REP",2018,"H","AR",3,"C00639849"
"720","H8AR03074","MAHONY, JOSH","DEM",2018,"H","AR",3,"C00650093"
"721","H8AR04106","DAVIS, RICHARD HARRISON JR","DEM",2018,"H","AR",4,"C00628545"
"722","H8AR04130","SHAMEL, HAYDEN CATHERINE","DEM",2018,"H","AR",4,"C00659235"
"723","H8AR04148","CALDWELL, RANDY","REP",2018,"H","AR",4,"C00675744"
"724","H8AZ01104","KIRKPATRICK, ANN","DEM",2018,"H","AZ",2,"C00651042"
"725","H8AZ01211","CAVANAUGH, KEVIN","REP",2018,"H","AZ",1,"C00634824"
"726","H8AZ01229","SMITH, STEVE","REP",2018,"H","AZ",1,"C00641431"
"727","H8AZ01237","SHEDD, TIFFANY","REP",2018,"H","AZ",1,"C00657155"
"728","H8AZ02102","FOSTER, WILLIAM ABBOTT PHD","DEM",2018,"H","AZ",2,"C00635623"
"729","H8AZ02110","KOVACS, WILLIAM RICHARD","DEM",2018,"H","AZ",2,"C00636175"
"730","H8AZ02128","VERDIN, CHARLIE","DEM",2018,"H","AZ",2,"C00636423"
"731","H8AZ02136","HEINZ, MATTHEW GERALD","DEM",2018,"H","AZ",2,"C00647727"
"732","H8AZ02144","MATIELLA, MARIA MARY","DEM",2018,"H","AZ",2,"C00648014"
"733","H8AZ02169","WHEELER, BRUCE","DEM",2018,"H","AZ",2,"C00653238"
"734","H8AZ02177","SHERRY, BARBARA LOUISE","DEM",2018,"H","AZ",2,"C00658054"
"735","H8AZ02185","MARQUEZ PETERSON, LEA","REP",2018,"H","AZ",2,"C00663054"
"736","H8AZ02193","WELCH, CASEY BURKE MR.","REP",2018,"H","AZ",2,"C00667287"
"737","H8AZ02201","MARTIN, BRANDON RAY","REP",2018,"H","AZ",2,"C00668285"
"738","H8AZ02219","WILES, MARILYN MS","REP",2018,"H","AZ",2,"C00669572"
"739","H8AZ02227","MORALES, DANIEL ROMERO JR","REP",2018,"H","AZ",2,"C00670224"
"740","H8AZ02235","YUKSEL, YAHYA","DEM",2018,"H","AZ",2,"C00671875"
"741","H8AZ03142","ARELLANO, SERGIO","REP",2018,"H","AZ",3,"C00663245"
"742","H8AZ03159","PIERSON, JOE NICOLAS","REP",2018,"H","AZ",3,"C00666107"
"743","H8AZ03175","EVANS, PAUL MURRAY","REP",2018,"H","AZ",3,"C00673376"
"744","H8AZ04132","PEREZ GISSY, ANA MARIA MS","DEM",2018,"H","AZ",4,"C00651620"
"745","H8AZ04140","BRILL, DAVID H","DEM",2018,"H","AZ",4,"C00664342"
"746","H8AZ04165","DISANTO, DELINA","DEM",2018,"H","AZ",4,"C00672154"
"747","H8AZ05154","GREENE, JOAN","DEM",2018,"H","AZ",5,"C00640938"
"748","H8AZ05162","TORRES, JOSE LAZARO","DEM",2018,"H","AZ",5,"C00661686"
"749","H8AZ05170","MARGALIS, TONY","DEM",2018,"H","AZ",5,"C00665224"
"750","H8AZ05188","PACE, TYLER","REP",2018,"H","AZ",5,""
"751","H8AZ06087","MCFADDEN, GARRICK ARVIN MR.","DEM",2018,"H","AZ",6,"C00638262"
"752","H8AZ06095","ROSS, HEATHER MAURA","DEM",2018,"H","AZ",6,"C00651752"
"753","H8AZ06103","MALIK, ANITA","DEM",2018,"H","AZ",6,"C00655134"
"754","H8AZ06111","JETTE, MATT DR.","DEM",2018,"H","AZ",6,"C00673566"
"755","H8AZ07044","MIRANDA, CATHERINE","DEM",2018,"H","AZ",7,"C00664490"
"756","H8AZ08059","WESTBROOK, BRIANNA","DEM",2018,"H","AZ",8,"C00634188"
"757","H8AZ08067","MCHALE, JUDITH KEENAN","DEM",2018,"H","AZ",8,"C00635730"
"758","H8AZ08083","TIPIRNENI, HIRAL","DEM",2018,"H","AZ",8,"C00649897"
"759","H8AZ08109","LIEN, DAVID","REP",2018,"H","AZ",8,"C00662460"
"760","H8AZ08117","ANGRY, TRAVIS","REP",2018,"H","AZ",8,""
"761","H8AZ08125","SCHUSTER, ROBERT KYLE","DEM",2018,"H","AZ",8,"C00663096"
"762","H8AZ08133","LOVAS, PHIL","REP",2018,"H","AZ",8,"C00663203"
"763","H8AZ08141","ALLEN, CHAD","REP",2018,"H","AZ",8,"C00663757"
"764","H8AZ08158","LESKO, DEBBIE","REP",2018,"H","AZ",8,"C00663914"
"765","H8AZ08166","BAKER, SCOTT ALLEN 1972","REP",2018,"H","AZ",8,"C00664003"
"766","H8AZ08174","MONTENEGRO, STEVE","REP",2018,"H","AZ",8,"C00664813"
"767","H8AZ08182","DILLEY, BRENDEN","REP",2018,"H","AZ",8,"C00663351"
"768","H8AZ08190","MACK, RICHARD","REP",2018,"H","AZ",8,"C00664953"
"769","H8AZ08208","SAWDY, STEVEN","REP",2018,"H","AZ",8,"C00666867"
"770","H8AZ08216","YATES, MARK","REP",2018,"H","AZ",8,""
"771","H8AZ08232","MUSSELWHITE, ROBERT RICHARD","DEM",2018,"H","AZ",8,"C00673194"
"772","H8AZ08240","OLSEN, ROBERT DEAN","DEM",2018,"H","AZ",8,"C00676122"
"773","H8AZ08257","DOWLING, SANDRA ELAINE DR","REP",2018,"H","AZ",8,"C00679993"
"774","H8AZ09016","BARONESS VON BEHR, IRINA","REP",2018,"H","AZ",9,"C00634337"
"775","H8AZ09024","FERRARA, STEVE MD","REP",2018,"H","AZ",9,"C00640268"
"776","H8AZ09032","LEIBSOHN, SETH MR.","REP",2018,"H","AZ",9,"C00656603"
"777","H8AZ09040","STANTON, GREG","DEM",2018,"H","AZ",9,"C00657304"
"778","H8AZ09057","MENOR, SCOTT A","DEM",2018,"H","AZ",5,"C00657403"
"779","H8AZ09065","ARAUJO, HECTOR MR.","DEM",2018,"H","AZ",9,"C00676015"
"780","H8CA00135","SCHRAGE, JOSEPH SCHRAGE","REP",2018,"H","CA",30,""
"781","H8CA01109","THOMPSON, MIKE MR.","DEM",2018,"H","CA",5,"C00326363"
"782","H8CA01190","HOLCOMBE, JESSICA JONES","DEM",2018,"H","CA",1,"C00639799"
"783","H8CA01208","WALTERS, MARTHA","DEM",2018,"H","CA",1,"C00639732"
"784","H8CA01216","STORMENT, BRANDON","DEM",2018,"H","CA",1,"C00647032"
"785","H8CA01224","DUNCAN, DENNIS DEAN","DEM",2018,"H","CA",1,"C00635961"
"786","H8CA01232","JORDAN, LAWRENCE WHITING MR","DEM",2018,"H","CA",1,""
"787","H8CA01257","DENNEY, AUDREY","DEM",2018,"H","CA",1,"C00664409"
"788","H8CA03170","PUETT, KEVIN","DEM",2018,"H","CA",3,"C00673186"
"789","H8CA04152","MCCLINTOCK, THOMAS","REP",2018,"H","CA",4,"C00446815"
"790","H8CA04186","WILCOX, ROCHELLE LYN","DEM",2018,"H","CA",4,"C00639906"
"791","H8CA04194","BATESON, REGINA","DEM",2018,"H","CA",4,"C00639211"
"792","H8CA04202","CALDERON, ROZA I","DEM",2018,"H","CA",4,"C00640755"
"793","H8CA04210","MORSE, JESSICA","DEM",2018,"H","CA",4,"C00650408"
"794","H8CA04228","MARTIN, RICHARD JAMES","DEM",2018,"H","CA",4,""
"795","H8CA04236","WHITE, MITCHELL","REP",2018,"H","CA",4,"C00666693"
"796","H8CA04244","LAWTON, ROBERT","DEM",2018,"H","CA",4,"C00673087"
"797","H8CA05035","PELOSI, NANCY","DEM",2018,"H","CA",12,"C00213512"
"798","H8CA06090","JEFFERSON, JRMAR","DEM",2018,"H","CA",6,"C00684753"
"799","H8CA07056","GRANT, ANDREW","REP",2018,"H","CA",7,"C00649400"
"800","H8CA07064","WESTMORELAND, BRAD","DEM",2018,"H","CA",7,"C00653097"
"801","H8CA07072","BARASH, YONA","REP",2018,"H","CA",7,"C00655191"
"802","H8CA08096","O'DONNELL, RONALD","DEM",2018,"H","CA",8,"C00636274"
"803","H8CA08104","BROWN, YOLANDA","DEM",2018,"H","CA",8,"C00654905"
"804","H8CA08112","DOYLE, MARGE","DEM",2018,"H","CA",8,"C00657122"
"805","H8CA08120","DONNELLY, TIMOTHY M.","REP",2018,"H","CA",8,"C00658021"
"806","H8CA09060","LEE, BARBARA","DEM",2018,"H","CA",13,"C00331769"
"807","H8CA09144","LIVENGOOD, MARLA","REP",2018,"H","CA",9,"C00660852"
"808","H8CA10100","BEDOLLA, MATEO MORELOS","DEM",2018,"H","CA",10,"C00638569"
"809","H8CA10118","NYGARD, DOROTHY (DOTTY)","DEM",2018,"H","CA",10,"C00638783"
"810","H8CA10126","HARDER, JOSH","DEM",2018,"H","CA",10,"C00639146"
"811","H8CA10134","BATTISTA, LISA","DEM",2018,"H","CA",10,"C00641092"
"812","H8CA10159","VAUGHN, SETH MICHAEL","DEM",2018,"H","CA",10,"C00648592"
"813","H8CA10167","COX, TERRANCE JOHN (TJ)","DEM",2018,"H","CA",21,"C00648956"
"814","H8CA10175","MADUENO, VIRGINIA","DEM",2018,"H","CA",10,"C00653576"
"815","H8CA10183","ZWAHLEN, SUE","DEM",2018,"H","CA",10,"C00653840"
"816","H8CA10209","HOWZE, TED D II","REP",2018,"H","CA",9,"C00681544"
"817","H8CA11090","LYTTON, ALVA","DEM",2018,"H","CA",11,"C00662437"
"818","H8CA12098","ESHOO, ANNA G","DEM",2018,"H","CA",18,"C00258475"
"819","H8CA12171","SPEIER, JACKIE","DEM",2018,"H","CA",14,"C00443705"
"820","H8CA12239","JAFFE, STEPHEN R","DEM",2018,"H","CA",12,"C00638775"
"821","H8CA12247","DEMASI, CHASE MR","REP",2018,"H","CA",12,""
"822","H8CA12254","KHOJASTEH, RYAN","DEM",2018,"H","CA",12,"C00658534"
"823","H8CA12262","BUTTAR, SHAHID","DEM",2018,"H","CA",12,"C00670463"
"824","H8CA12270","REMMER, LISA","REP",2018,"H","CA",12,"C00672980"
"825","H8CA14185","OSMENA, CRISTINA","REP",2018,"H","CA",14,""
"826","H8CA15117","PETERS, RUDY PETERS","REP",2018,"H","CA",15,"C00671370"
"827","H8CA17097","TRAN, KHANH","DEM",2018,"H","CA",17,"C00640607"
"828","H8CA17105","FORBES, STEPHEN","DEM",2018,"H","CA",17,""
"829","H8CA18087","RUSSELL, CHRISTINE","REP",2018,"H","CA",18,""
"830","H8CA19051","AGUILERA, JUSTIN","REP",2018,"H","CA",19,"C00683532"
"831","H8CA20059","NUNES, DEVIN GERALD","REP",2018,"H","CA",22,"C00370056"
"832","H8CA20091","DEITCH, DOUGLAS","DEM",2018,"H","CA",20,""
"833","H8CA22139","JANZ, ANDREW","DEM",2018,"H","CA",22,"C00638510"
"834","H8CA22147","FRANCO, RICARDO JOSE","DEM",2018,"H","CA",22,"C00649095"
"835","H8CA22154","BLIATOUT, BOBBY","DEM",2018,"H","CA",22,"C00649533"
"836","H8CA22170","WILLIAMS, BRANT JOHN-MICHAEL","DEM",2018,"H","CA",22,"C00666495"
"837","H8CA23095","OWEN, ROBERT THURMAN III","DEM",2018,"H","CA",23,"C00636357"
"838","H8CA23103","MATTA, TATIANA","DEM",2018,"H","CA",23,"C00653592"
"839","H8CA23111","WILSON, KURTIS","DEM",2018,"H","CA",23,"C00657114"
"840","H8CA23129","BARRO, MARY","DEM",2018,"H","CA",23,"C00670760"
"841","H8CA24150","WOODY, MICHAEL","REP",2018,"H","CA",24,"C00638080"
"842","H8CA25066","FARRELL-SMITH, KELAN JOHN MR.","DEM",2018,"H","CA",25,"C00632638"
"843","H8CA25074","HILL, KATHERINE LAUREN","DEM",2018,"H","CA",25,"C00634212"
"844","H8CA25082","PHOENIX, JESS","DEM",2018,"H","CA",25,"C00637827"
"845","H8CA25090","FLEMING, DANIEL","DEM",2018,"H","CA",25,""
"846","H8CA25108","GREENAWAY, DIEDRA MICHELLE","DEM",2018,"H","CA",25,"C00656355"
"847","H8CA25116","MCVARISH, SCOTT","DEM",2018,"H","CA",25,"C00659433"
"848","H8CA25124","MASTERMAN-SMITH, MIKE","DEM",2018,"H","CA",25,"C00666289"
"849","H8CA26106","SKELTON, SHANE JOHN","REP",2018,"H","CA",26,"C00636514"
"850","H8CA26114","SABATO, ANTONIO","REP",2018,"H","CA",26,"C00639690"
"851","H8CA26122","BURUM, JEFFREY DAVID MAJ (RET)","REP",2018,"H","CA",26,"C00653949"
"852","H8CA26130","NELSON, JOHN","DEM",2018,"H","CA",26,"C00655282"
"853","H8CA27112","WITT, BRYAN","DEM",2018,"H","CA",27,"C00654335"
"854","H8CA27120","CARDENAS, BEATRICE I","REP",2018,"H","CA",27,"C00668020"
"855","H8CA28169","NICHOLS, DAMIEN MICHAEL","DEM",2018,"H","CA",28,"C00632703"
"856","H8CA28185","NALBANDIAN, JOHNNY","REP",2018,"H","CA",28,"C00651547"
"857","H8CA29092","SHAMMAS, JOSEPH","DEM",2018,"H","CA",29,""
"858","H8CA30066","PELZER, JONATHAN","DEM",2018,"H","CA",30,"C00648527"
"859","H8CA32062","LUTZ, MARY ANN","DEM",2018,"H","CA",32,"C00624346"
"860","H8CA32070","QUINTERO, ANDRE","DEM",2018,"H","CA",32,"C00632885"
"861","H8CA32088","SCOTT, JOSHUA","REP",2018,"H","CA",32,"C00682179"
"862","H8CA33268","RODGERS, EMORY","DEM",2018,"H","CA",33,"C00674721"
"863","H8CA34068","NAPOLITANO, GRACE","DEM",2018,"H","CA",32,"C00334706"
"864","H8CA34100","BARAJAS, RAMON MR. III","REP",2018,"H","CA",34,""
"865","H8CA34118","CARRILLO DONO, WENDY MARIA","DEM",2018,"H","CA",34,"C00629675"
"866","H8CA34126","CAMPOVERDI, ALEJANDRA","DEM",2018,"H","CA",34,"C00629774"
"867","H8CA34191","MENDOZA, SANDRA","DEM",2018,"H","CA",34,"C00630913"
"868","H8CA34225","WALKER, MICHELLE ""HOPE""","DEM",2018,"H","CA",34,"C00632422"
"869","H8CA34266","GOMEZ, JIMMY","DEM",2018,"H","CA",34,"C00629659"
"870","H8CA34274","DE LA FUENTE, RICARDO","DEM",2018,"H","CA",34,"C00632471"
"871","H8CA34282","VAN HOUTEN, TRACY","DEM",2018,"H","CA",34,"C00633024"
"872","H8CA34332","FLORES, YOLIE","DEM",2018,"H","CA",34,"C00630061"
"873","H8CA34340","ALVAREZ, SIMON MARK","REP",2018,"H","CA",34,"C00656652"
"874","H8CA35115","VALIENTE, CHRISTIAN","REP",2018,"H","CA",35,"C00659243"
"875","H8CA36162","BALL, DAN","REP",2018,"H","CA",36,"C00657395"
"876","H8CA36170","PELZER, KIMBERLIN BROWN","REP",2018,"H","CA",36,"C00657676"
"877","H8CA36188","WOLKOWICZ, STEPHAN","REP",2018,"H","CA",36,"C00659821"
"878","H8CA36196","BENTLEY, ROBERT","REP",2018,"H","CA",36,"C00660936"
"879","H8CA36204","HASSETT, DOUGLAS","REP",2018,"H","CA",36,"C00661363"
"880","H8CA37293","BASSILIAN, RON","REP",2018,"H","CA",37,"C00652222"
"881","H8CA39133","JANOWICZ, PHIL ANDREW DR.","DEM",2018,"H","CA",39,"C00638478"
"882","H8CA39158","TRAN, MAI-KHANH","DEM",2018,"H","CA",39,"C00647081"
"883","H8CA39166","JAMMAL, SAMIR","DEM",2018,"H","CA",39,"C00650523"
"884","H8CA39174","CISNEROS, GILBERT","DEM",2018,"H","CA",39,"C00650648"
"885","H8CA39182","THORBURN, ANDY","DEM",2018,"H","CA",39,"C00652107"
"886","H8CA39208","RUSK, TED","DEM",2018,"H","CA",39,"C00656488"
"887","H8CA39216","SAREGA, ANDREW","REP",2018,"H","CA",39,"C00665539"
"888","H8CA39224","HUFF, BOB","REP",2018,"H","CA",39,"C00665802"
"889","H8CA39232","NELSON, SHAWN","REP",2018,"H","CA",39,"C00665836"
"890","H8CA39240","KIM, YOUNG","REP",2018,"H","CA",39,"C00665638"
"891","H8CA39257","LEGGETT, SUZI","DEM",2018,"H","CA",39,"C00674846"
"892","H8CA39265","STEED, CYBIL CAMILLE","DEM",2018,"H","CA",39,"C00667071"
"893","H8CA39281","VARGAS, STEVEN","REP",2018,"H","CA",39,"C00670562"
"894","H8CA39299","LEE, HERBERT","DEM",2018,"H","CA",39,"C00672634"
"895","H8CA39307","LIBERATORE, PHIL","REP",2018,"H","CA",39,"C00674325"
"896","H8CA41139","RAMIREZ-DEAN, RITA DR","DEM",2018,"H","CA",8,"C00593111"
"897","H8CA41170","SMITH, AJA","REP",2018,"H","CA",41,"C00635854"
"898","H8CA42061","ROHRABACHER, DANA","REP",2018,"H","CA",48,"C00224691"
"899","H8CA42228","PEACOCK, JULIA","DEM",2018,"H","CA",42,"C00634014"
"900","H8CA42244","QUINTERO, NORMAN","DEM",2018,"H","CA",42,"C00660803"
"901","H8CA42251","PRICE, THOMAS EDWARD","DEM",2018,"H","CA",42,""
"902","H8CA43127","CAMPER, CANDANCE MS","REP",2018,"H","CA",43,"C00649442"
"903","H8CA43135","DUTERTE, EDWIN","REP",2018,"H","CA",43,"C00653360"
"904","H8CA43143","DEMARTINI, FRANK","REP",2018,"H","CA",43,"C00656173"
"905","H8CA43168","COLLINS, JOE EDWARD","DEM",2018,"H","CA",43,"C00669705"
"906","H8CA44109","DASH, STACEY","REP",2018,"H","CA",44,"C00671347"
"907","H8CA44117","BROWN, AJA","DEM",2018,"H","CA",44,"C00672436"
"908","H8CA44125","SAAVEDRA, JAZMINA","REP",2018,"H","CA",44,""
"909","H8CA45130","PORTER, KATHERINE","DEM",2018,"H","CA",45,"C00636571"
"910","H8CA45148","MIN, DAVID","DEM",2018,"H","CA",45,"C00636845"
"911","H8CA45155","HAMADANCHY, KIA","DEM",2018,"H","CA",45,"C00636951"
"912","H8CA45163","RYWALSKI, ERIC","DEM",2018,"H","CA",45,"C00639534"
"913","H8CA45171","RAMSAY, GREGORY ROBERT 7145321445","DEM",2018,"H","CA",45,"C00651703"
"914","H8CA45189","FORDE, BRIAN","DEM",2018,"H","CA",45,"C00650911"
"915","H8CA46120","LAMBERT, RUSSELL RENE","REP",2018,"H","CA",46,"C00667972"
"916","H8CA47060","CLIFFORD, DAVID","REP",2018,"H","CA",47,"C00663013"
"917","H8CA47078","BRISCOE, JOHN","REP",2018,"H","CA",47,"C00671784"
"918","H8CA48035","ROUDA, HARLEY E JR","DEM",2018,"H","CA",48,"C00633982"
"919","H8CA48043","OATMAN, LAURA","DEM",2018,"H","CA",48,"C00636969"
"920","H8CA48050","ZARKADES, TONY","DEM",2018,"H","CA",48,"C00638585"
"921","H8CA48076","KEIRSTEAD, HANS","DEM",2018,"H","CA",48,"C00647925"
"922","H8CA48084","SIDDIQUI, OMAR A.","DEM",2018,"H","CA",48,"C00649301"
"923","H8CA48092","ONUFREI, STELIAN","REP",2018,"H","CA",48,"C00650705"
"924","H8CA48100","KOTICK, MICHAEL","DEM",2018,"H","CA",48,"C00650655"
"925","H8CA48126","ELLINGER, MICHAEL ANTHONY MR","DEM",2018,"H","CA",48,""
"926","H8CA48134","SCHAARSMITH, DEANIE ANN MRS.","DEM",2018,"H","CA",48,""
"927","H8CA48142","GABBARD, JOHN","REP",2018,"H","CA",48,""
"928","H8CA48159","PAYNE, RACHEL","DEM",2018,"H","CA",48,"C00661405"
"929","H8CA48167","MARTIN, PAUL","REP",2018,"H","CA",48,""
"930","H8CA48175","SANDMAN, SHASTINA","REP",2018,"H","CA",48,""
"931","H8CA49058","LEVIN, MIKE","DEM",2018,"H","CA",49,"C00634253"
"932","H8CA49066","KERR, PAUL","DEM",2018,"H","CA",49,"C00650036"
"933","H8CA49074","JACOBS, SARA","DEM",2018,"H","CA",49,"C00660837"
"934","H8CA49082","HARKEY, DIANE","REP",2018,"H","CA",49,"C00665513"
"935","H8CA49090","GASPAR, KRISTIN","REP",2018,"H","CA",49,"C00666842"
"936","H8CA49108","MARYOTT, BRIAN","REP",2018,"H","CA",49,"C00666859"
"937","H8CA49116","CHRISTINA, PREJEAN","DEM",2018,"H","CA",49,"C00667063"
"938","H8CA49124","CHAVEZ, ROCKY","REP",2018,"H","CA",49,"C00667006"
"939","H8CA49132","SCHMITT, MICHAEL D","REP",2018,"H","CA",49,"C00673988"
"940","H8CA49140","MEDWAY, DAVID","REP",2018,"H","CA",49,""
"941","H8CA49157","NORDAL, CRAIG","REP",2018,"H","CA",49,"C00672055"
"942","H8CA50080","CHADWICK, GLORIA","DEM",2018,"H","CA",50,"C00634105"
"943","H8CA50098","CAMPA-NAJJAR, AMMAR","DEM",2018,"H","CA",50,"C00635888"
"944","H8CA50106","BUTNER, JOSH","DEM",2018,"H","CA",50,"C00637389"
"945","H8CA50114","BEAUREGARD, PIERRE VOTEAU","DEM",2018,"H","CA",50,"C00635417"
"946","H8CA50122","ZELT, ANDREW","REP",2018,"H","CA",50,"C00649046"
"947","H8CA50130","CASARA, DANIEL","REP",2018,"H","CA",52,"C00649160"
"948","H8CA50148","SAYED, SHAMUS","REP",2018,"H","CA",50,"C00655795"
"949","H8CA50155","SCHOONOVER, JOSHUA","REP",2018,"H","CA",49,"C00664557"
"950","H8CA50163","WELLS, WILLIAM","REP",2018,"H","CA",50,"C00670489"
"951","H8CA51054","RENISON, JOHN","REP",2018,"H","CA",51,"C00667378"
"952","H8CA51062","HIDALGO, JUAN","REP",2018,"H","CA",51,"C00672451"
"953","H8CA51088","FUENTES, LOUIS A","REP",2018,"H","CA",51,""
"954","H8CA52052","HUNTER, DUNCAN D","REP",2018,"H","CA",50,"C00433524"
"955","H8CA52102","QUDRAT, OMAR","REP",2018,"H","CA",52,"C00647875"
"956","H8CA52110","VELTMEYER, JAMES","REP",2018,"H","CA",52,"C00650879"
"957","H8CA52128","MILLER, ALEXANDER DANIEL DR","DEM",2018,"H","CA",52,"C00651174"
"958","H8CA52136","ALLMAN, MICHAEL","REP",2018,"H","CA",52,"C00658005"
"959","H8CA52151","CULLEN, JEFFREY","REP",2018,"H","CA",52,"C00679241"
"960","H8CA53076","GODA, BRETT","REP",2018,"H","CA",53,""
"961","H8CA53084","MURTAUGH, MORGAN","REP",2018,"H","CA",53,"C00672824"
"962","H8CA53092","KANE, GINO","REP",2018,"H","CA",53,"C00673764"
"963","H8CO01097","FIELD, JOHN","REP",2018,"H","CO",1,"C00651877"
"964","H8CO01105","SEDBROOK, DAVID MICHAEL","DEM",2018,"H","CO",1,"C00655159"
"965","H8CO01113","HUDSON HALE, MICHELLE R","DEM",2018,"H","CO",1,"C00684381"
"966","H8CO01154","RAO, SAIRA","DEM",2018,"H","CO",1,"C00665448"
"967","H8CO01162","STOCKHAM, CHARLES (CASPER) WESLEY","REP",2018,"H","CO",1,"C00665588"
"968","H8CO02137","POLIS, JARED","DEM",2018,"H","CO",2,"C00435370"
"969","H8CO02160","NEGUSE, JOSEPH","DEM",2018,"H","CO",2,"C00648253"
"970","H8CO02194","DOTSON, HOWARD R MR.","DEM",2018,"H","CO",2,"C00653378"
"971","H8CO02202","WILLIAMS, MARK JOAQUIN MR.","DEM",2018,"H","CO",2,"C00655340"
"972","H8CO02228","LARSEN, KRISTOPHER WILLIAM DR.","DEM",2018,"H","CO",2,"C00657510"
"973","H8CO02244","TOLTZ, KEN","DEM",2018,"H","CO",2,"C00661140"
"974","H8CO02251","YU, PETER","REP",2018,"H","CO",2,"C00661678"
"975","H8CO03192","MITSCH BUSH, DIANE MS.","DEM",2018,"H","CO",3,"C00649459"
"976","H8CO03200","KENNEDY, CHRISTOPHER","DEM",2018,"H","CO",3,"C00655621"
"977","H8CO03218","HANLON, KARL J","DEM",2018,"H","CO",3,"C00661751"
"978","H8CO03234","ROUTLEDGE, ROOT","DEM",2018,"H","CO",3,"C00670943"
"979","H8CO03242","MENCONI, ARN","DEM",2018,"H","CO",3,"C00672782"
"980","H8CO04075","GERMANSON, LARRY RAYMOND","DEM",2018,"H","CO",4,"C00636746"
"981","H8CO04083","KOHNE, STEVEN CHASE DR.","DEM",2018,"H","CO",4,"C00640375"
"982","H8CO04091","MCCORMICK, KAREN A DVM","DEM",2018,"H","CO",4,"C00648006"
